#symbol	H1Rosa7_d0	H1Rosa7_d1	H1Rosa7_d2	H1Rosa7_d3	H1Rosa7_d4	H1Rosa7_d5	H1Rosa7_d6	H1Rosa7_d7	H1Rosa7_d8	H1Rosa7_d10	H1Rosa7_d12	H1Rosa7_d14	H1Rosa7_d16	H1Rosa7_d18	H1Rosa7_d20	H1Rosa7_d21	H1Rosa7_d22	H1Rosa7_d24	H1Rosa7_d26	H1Rosa7_d30	H1Rosa7_d32	H1Rosa7_d34	H1Rosa7_d36	H1Rosa7_d38	H1Rosa7_d40	H1Rosa7_d42
TCP1	452.87	469.1	428.09	362.81	364.48	319.32	334.67	275.59	380.03	380.22	296.32	388.71	338.04	398.72	324.08	278.36	296.66	406.04	341.7	371.59	376.8	454.31	359.01	391.08	314.79	333.33
TCP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP10L	0	0.85	0	0	1.49	0	2.59	0.31	0	1.29	4.64	3.58	4.53	1.12	3.66	0	0	0	3.42	0.72	0	1.43	0	0	0	3.78
TCP10L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP11	0	0	0.46	0	0	0.82	0	0	0	0	5.32	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP11L1	23.63	25.87	20.21	20.86	15.73	28.6	40.28	32.13	20.81	36.91	34.09	60	49.37	46.72	41.5	60.68	59.6	48.72	45.84	66.8	27.87	42.63	46.91	60.2	37.72	39.83
TCP11L2	0.48	5.67	2	1.13	2.43	2.13	4.21	10.13	6.43	13.33	25.45	20.37	13.12	6.84	29.02	6.37	4.99	13.58	14.59	37.95	21.49	28.4	26.15	20.15	41.41	18.44
TCTA	7.41	6.3	8.21	12.79	6.74	6.09	4.4	9.03	8.24	2.2	24.57	4.78	0	9.43	5.42	0	8.93	9.81	17.75	3.98	9.27	10.61	7.21	0	10.29	41.23
TCTE1	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0.98	1.05	0	0	0	0	3.55	3.46	2.31	0	0	0
TCTE3	0	3.13	0	0	0	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66
TCTEX1D1	0.94	0	0.39	0	1.19	1.39	0	1.84	5.33	6.14	0.92	25.65	12.85	10.73	12.39	13.26	9.78	0	4.08	8.64	7.9	0	5.12	0	0	1.5
TCTEX1D2	35.19	46.6	107.12	143.41	115.85	225.45	158.84	233.41	185.7	183.8	161.04	180.3	222.04	270.51	249.26	165.37	127.07	191.03	205.96	206.95	204	195.63	528.46	207.18	196.49	82.35
TCTEX1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTN1	4.89	3.52	6.37	17.81	19.89	9.09	32.3	16.32	16.3	17.95	21.4	38.59	30.61	19.86	24.54	19.76	35.2	12.12	34.89	24.09	8.09	17.51	12.8	25.11	18.64	15.49
TCTN2	9.59	9.33	17.88	22.91	19.51	22.63	29.58	31.17	29.26	28.12	39.48	42.68	52.73	40.4	38.24	20.62	60.11	48.25	41.51	21.29	25.99	17.93	34.58	24.27	32.31	58.52
TCTN3	23.54	29.14	29.35	28.3	33.37	46.95	47.21	50.4	34.43	17.74	46.47	28.8	35.15	37.03	15.82	36.16	29.04	31.46	36.21	38.51	22.5	36.21	33.11	31.56	25	16.14
TDG	104.11	122.17	103.5	91.36	100.05	80.62	93.97	68.81	90.05	76.38	66.8	73.85	86.1	110.52	87.72	53.17	56.46	117.19	96.57	65.55	92.76	71.27	123.53	95.18	59.95	43.97
TDGF1	1420.95	1194.16	42.93	7.78	4.99	5.3	3.97	1.91	3.05	0.99	10.48	20.31	32.57	39.56	43.53	21.26	17.6	3.41	7.71	5.43	20	14.22	18.56	16.57	2.17	25.08
TDO2	1.25	0	0	0	0.79	0	1.38	0.98	1.29	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
TDP1	38.61	34.02	48.96	48.6	40.45	44.4	53.05	37.39	45.61	42.75	56.78	61.55	48.82	57.21	46.18	31.55	25.66	47.1	54.78	38.73	33.69	45.41	37.7	57.07	24.54	21.57
TDP2	101.4	99.3	100.57	102.56	86.84	79.31	100.84	89.23	68.55	84.14	64.19	87.31	97.23	104.26	79.01	89.15	108.3	115.97	73.37	84.55	68.22	64.39	62.37	99.46	72.68	74.48
TDRD1	2.57	1.75	1.96	1.03	0.3	1.37	1.13	0	0.95	0	3.89	0	0	0	0	0.39	0.13	0	0.55	0	2.97	4.05	0	2.72	0	13.16
TDRD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69
TDRD12	1.97	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD3	33.2	26.54	28.14	25.63	29.17	31.01	33.43	40.59	35.41	30.95	70.4	54.94	88.91	61.1	74.1	68.35	39.42	54.03	82.3	106.06	84.57	54.62	64.32	63.83	59.98	52.75
TDRD5	0.87	2.76	2.86	0.68	0.54	0	0	0.34	0	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0	0	0	0
TDRD6	0	0	0	0	0	0	0.26	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0
TDRD7	3.92	5.14	6.33	10.91	10.68	10.81	15.14	17.84	15.69	13.8	7.75	3.84	7.7	4.82	7.86	13.55	7.03	12.75	2.45	5.7	16.82	11.26	13.3	7.75	0	9.92
TDRD9	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0
TDRKH	31.41	13.73	28.37	28.96	26.57	17.53	30.11	30.49	20.05	16.67	35.89	73.39	34.18	28.37	44.53	35.04	47.51	32.73	45.63	38.84	39.93	55.59	8.9	47.63	59.44	26.56
TEAD1	35.81	33.7	50.61	74.75	89.87	90.86	119.04	98.37	115.51	100.16	98.66	84.28	85.65	67.79	55.8	78.69	51.3	67.46	68.41	69.69	64.02	61.09	68.54	56.82	63.88	57.43
TEAD2	125.74	166.93	177.03	191.14	197.34	153.46	154.71	191.47	152.45	80.48	97.75	74.68	85.62	125.33	68.84	119.08	78.92	159.14	103.5	88.49	83.75	81.59	71.59	61.36	12.8	54.37
TEAD3	22.28	24.87	20.69	20.4	34.75	24.62	38.54	53.48	50.88	39.85	33.46	31.17	21.64	19.74	19.81	34.15	46.51	9.96	16.22	22.54	5.3	7.09	14.82	10.79	10.84	5.86
TEAD4	56.79	18.02	20.3	21.72	10.54	31.38	22.17	22.21	22.08	13.2	26.45	16.56	5.67	1.83	2.98	6.38	0	5.61	2.79	0	1.2	9.32	1.16	6.5	0	0
TEC	1.46	1.89	0.24	0	0.37	0.86	0	0	0	1.91	1.15	2.22	0.42	3.76	0	0	0	0	0	1.08	0	0.53	0	0	0	0
TECPR1	7.01	4.96	7.28	10.27	13.52	12.91	15.45	13.68	16.04	12.39	12.46	15.83	24.47	17.32	19.58	14.51	22.74	27.96	15.86	20.55	23.12	36.18	15.44	23.46	7.42	13.55
TECPR2	10.3	8.27	10.83	14.98	14	11.73	14.79	17.7	22.1	16.12	14.19	14.96	24.7	26.44	22.03	18.38	7.01	24.53	13.77	12.59	9.89	26.24	9.05	21.97	6.92	11.73
TECR	88.99	75.23	101.37	71.43	65.28	85.75	128.43	113.92	83.68	125	81.5	57.29	98.16	71	38.6	68.84	76.69	104.35	50.05	88.17	44.74	40.19	61.96	84.12	46.4	47.23
TECRL	1.7	0	2.38	0	5.25	0.45	1.24	1.17	0	0	16.41	1.72	1.99	0.54	8.8	0	4.05	6.98	23.55	1.53	2.05	4.41	4.8	3.83	0	117.05
TECTA	0.49	0.88	0.54	1.73	1.03	2.41	1.25	2.04	1.52	0	0	0	0	2.33	0.76	0.54	1.02	0	1.77	0.9	2.74	2.97	3.26	2.13	0	0.52
TECTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49
TEDDM1	0	0	0.55	0.38	0.37	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0	7
TEF	7.19	6.99	13.44	19.51	20.4	21.33	14.79	18.27	6.72	6.69	17.98	27.01	23.22	7.22	11.22	22.41	14.55	4.55	21.44	16.39	14.4	1.75	7.45	9.77	3.46	13.13
TEFM	41.43	56.73	34.68	36.66	44.55	33.1	31.62	24.42	51.2	41.85	28.31	37.62	35.71	67.37	27.31	14.61	29.98	61.93	39.99	19.14	29.89	26.18	37.81	17.39	7.2	7.69
TEK	33.85	50.61	69.37	77.54	91.63	87.33	109.02	80.51	84.86	78.82	42.81	24.27	16.64	17.76	5.17	3.32	5.55	27.26	11.11	5.32	4.98	6.06	0.4	3.86	12.79	2.14
TEKT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	2.79	0	6.88	0	0	0	16.99
TEKT2	0	0.76	3.54	0.83	3.59	1.05	3.11	7.76	4.39	10.42	6.96	4.3	13.26	4.04	13.19	11.77	17.7	16.05	7.7	9.13	0	0	0	21.56	0	4.54
TEKT3	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	3.26	0	8.66	0	1.92
TEKT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT5	0	0	0	0	0	0.98	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25
TELO2	43.76	38.66	44.86	49.38	39.49	31.05	31.46	33.89	26.95	24.46	16.9	13.04	15.59	24.09	15.32	13.22	19.89	15.03	20.76	9.96	9.52	26.05	12.75	8.77	26.92	8.16
TEN1	7.54	1.16	8.11	13.97	0	0	7.12	3.38	2.23	7.07	4.25	6.56	1.56	4.63	0	16.16	4.5	8.16	7.05	1.99	16.16	7.86	0	15.67	0	6.93
TENC1	3.37	0	0.91	0.53	0.29	0.67	0.99	0.35	0.23	2.58	0.89	0.34	0.32	0.64	0	0.37	0	3.83	0.98	2.49	1.26	1.23	7.38	0	0	0.72
TEP1	3.39	2.3	4.35	4.17	6.24	4.35	3.55	5	3.36	3.13	9.72	3.47	5.3	4.79	3.81	2.84	8.7	5.23	4.76	5.3	7.45	5.03	4.69	4.2	4.51	12.7
TEPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	0	0	0	0	0	0	0	0	0	0	0
TERF1	485.9	653.41	182.74	116.69	83.58	62.37	76.28	61.91	67.45	56.09	79.62	65.17	60.27	96.19	66.24	48.54	83.61	46.03	61.97	48.56	52.95	51.64	61.41	50.38	48.54	64.6
TERF2	29.34	31.24	32.96	36.42	43.86	27.46	38.25	40.24	34.7	34.19	44.11	39.85	25.68	48.64	24.38	28.25	29.15	48.64	48.87	51.81	59.7	51.14	53.42	70.72	67.61	66.59
TERF2IP	17.74	22.57	16.69	18.94	27.81	30.31	48.25	53.13	61.01	106.99	132.51	210.41	206.07	158.94	324.41	185.73	326.4	216.69	326.94	348.81	243.57	375.57	350.69	421.19	434.06	463.25
TERT	6.89	2.55	5.94	5.85	4.34	3.68	2.9	6.4	0.57	0	0	1.26	1.99	1.19	2.58	0.92	1.73	0	1.81	0	1.48	0	0	0	0	0
TES	49.99	25.1	10.87	5.41	2.72	3.46	15.86	25.63	48.68	62.01	88.58	16.59	33.53	33.3	36.43	32.11	27.46	9.33	30.75	16.92	18.01	18.27	34.69	10.47	22.11	29.54
TESC	2.29	19.31	18.51	16.23	17.48	14.06	2.53	0.9	1.19	0	0	0	1.52	0	3.57	0	0	0	0	0	0	0	0	0	0	0
TESK1	3.78	2.72	1.41	5.95	3.74	11.85	11.59	9.91	12.64	11.04	9.96	3.84	10.33	26.51	9.83	30.15	6.15	26.3	9.18	14.76	30.75	19.19	14.58	23.25	22.03	16.23
TESK2	6.18	5.93	12.07	13.36	3.49	7.13	0.76	6.47	2.49	7.33	4.74	5.75	4.47	4.43	1.6	10.88	8.61	0	1.5	3.17	0.64	0	0	0	1.24	1.1
TESPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TET1	54.14	28.5	51.28	59.08	61.27	50.4	39.86	27.73	27.04	19.97	36.56	54.92	37.08	37.22	43.04	55.92	55.9	22.85	34.68	39.5	35.8	30.81	25.6	29.51	34.65	21.16
TET2	2.36	3.07	5.33	9.03	8.84	9.35	12.28	11.99	11.6	23.58	27.58	23.73	25	22.76	26.32	36.46	38.84	38.76	33.21	47.88	40.96	42.83	40.8	40.85	54.11	60.26
TET3	23.52	32.08	27.13	22.11	22.84	20.99	15.91	19.09	27.84	32.8	26.8	40.2	36.91	45.08	28.46	46.71	50.24	57.46	55.29	51.95	58.1	52.17	59.16	44.67	49.22	48.03
TEX10	112.05	113.88	99.11	98.97	104.46	78.3	91.73	67	57.16	41.65	46.08	49.47	47.94	49.94	41.65	42.87	53.75	68.62	47.25	28.76	65.35	38.29	21.61	47.01	17.13	18.5
TEX101	1054.65	778.41	1040.76	1144.92	1085.14	1247.42	1231.88	1985.5	924.65	974.54	1567.28	1010.32	1401.58	994.78	1304.38	1847.44	1961.1	1323.82	1067.22	1463.12	1465.33	1507.19	2212.73	2404.85	2066.83	1015.48
TEX11	0.97	0.38	1	1.98	1.35	0.52	0.84	0.79	0	2.87	4.29	2.17	2.5	1.04	0	0	2.35	0	0.96	1.94	0	0	3.75	2.43	0	5.57
TEX12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13A	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX14	0.44	0.47	0	0	0	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	0.81	0	0	0	0	2.77	0.7
TEX15	8.31	4.93	8.26	8.33	12.93	9.4	10.19	8.65	7.21	4.94	2.87	6.01	4.36	3.13	3.56	5.02	4.78	4.13	7.48	1.15	4.09	2.27	1.33	2.27	0.75	3.34
TEX19	2.74	0.59	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	3.53
TEX2	11.79	12.5	30.3	16.59	8.67	11.05	8.66	10.73	15.01	20.03	17.96	12.29	14.35	15.71	15.15	14.83	7.35	19.99	22.12	19.11	24.82	28.31	15.1	21.97	27.27	17.3
TEX22	0	0.89	0.34	0	0	0	0	0	0	0	0.81	0	0	5.31	0	0	0	0	0	0	3.09	3	0	0	0	0
TEX26	0	0	0	1.27	0	0	0	0	0	0	0	4.92	0	0	0	0	0	0	2.35	0	0	5.89	9.82	0	0	0
TEX261	25.07	22.99	23.87	19.6	24.29	25.11	41.8	33.25	50.03	67.91	36.5	21.48	38.07	32.79	9.78	10.45	10.48	61.19	16.42	11.58	29.39	27.46	17.73	25.09	15.85	11.09
TEX264	7.03	8.07	5.33	2.21	0	4.72	2.63	8.65	21.26	10.45	9.25	9.97	5.41	14.75	5.83	18.57	4.99	2.96	4.08	1.39	5.64	0	5.12	3.47	0	10.05
TEX28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX29	0	0	0	0	0	0	0	0	0	0	15.1	0	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX30	13.03	8.03	20.25	12.07	30.74	17.95	21.54	16.82	19.29	10.69	38.57	28.35	16.15	6.67	27.55	3.1	21.4	14.11	28.43	12.04	3.49	37.37	0	9.48	3.36	32.93
TEX33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX34	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	18.84	15.45	7.57	0.89	0.96	2.24	8.31	18.36	23.44	55.68	37.2	60.85	63.21	49.69	45.41	18.85	26.79	40.01	49.35	43.19	32.51	50.91	30.27	44.98	23.15	14.55
TF	0.38	0	0	0	0	0	0	0	1.18	0	0	0	0	0.54	0	0	2.37	7.9	1.65	7	4.97	3.46	0	5.51	6.84	2.44
TFAM	202.19	162.58	187.14	166.78	160.84	161.78	162.48	135.24	144.92	105.24	76.8	126.03	129.94	120.94	163.09	108.74	93.93	107	138.72	105.33	131.55	107.03	144.03	109.25	81.17	84.63
TFAP2A	0	0	0.28	0.4	0	0	0	0	0	0.55	1.32	0.46	0.97	2.4	1.29	12.3	2.8	9.53	5.85	3.72	2.51	6.09	0	2.44	4.84	1.78
TFAP2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	1.17
TFAP2C	3.69	19.89	16.05	1.74	0	1.09	0	1.16	6.5	1.21	3.64	0	2.67	9.51	4.02	6.15	2.31	0	0	0	0	0	8.08	3.22	0	1.19
TFAP2D	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0
TFAP2E	0	0	0.41	0	0	0.72	0	0	0	0	0	7.38	0	0.69	0	0	0	0	4.23	0	0	0	0	0	0	0
TFAP4	39.11	31.52	44.35	48.48	58.51	35.99	50.76	34.63	22.58	31.7	19.55	30.17	41.53	20.58	12.35	25.6	35.19	29.1	22.69	23.79	18.57	15.37	10.85	10.09	17.89	14.34
TFB1M	23	13.43	17.68	12.46	11.98	13.43	17.46	15.12	8.21	9.91	7.45	7.47	11.45	8.65	8.82	16.35	22.86	7.86	7.41	13.24	2.12	12.39	9.64	0.55	8.86	9.71
TFB2M	48.76	34	41.31	33.67	33.24	39.7	36.7	28.5	40.06	20.5	27	29.89	30.09	37.49	17.61	21.81	17.4	29.31	24.66	3.3	21.19	16.28	10.85	20.77	21.48	30.61
TFCP2	69.02	71.07	68.19	68.7	88.6	79.17	75.41	59.6	65.68	72.49	65.53	87.13	85.85	71.37	52.68	65.38	61.71	94.8	73.16	64.58	92.1	77.72	100.08	68.16	54.4	58.5
TFCP2L1	3.17	1.59	1.04	0.4	0.43	0.67	0	0.09	0.47	0	0.43	0	0.65	0	0	0	0	0	0.24	0	0	0	0.21	0	0	1.14
TFDP1	166.72	306.89	229.69	195.25	238.85	236.65	209.69	153.59	164.95	172.18	96.05	144.51	130.91	123.72	104.41	110.4	84.21	127.76	92.26	50.86	97.99	103.38	149.96	130.6	79.25	53.9
TFDP2	32.31	42.45	37.48	40.83	51.71	58.14	58.14	50.21	34.19	50.72	79.79	68.57	71.9	60.99	66.18	62.68	63.66	83.02	102.72	60.47	68.87	84.17	63.79	52.89	53.83	115.43
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFE3	33.89	45.97	26.03	16.51	9.48	11.07	21.6	24.93	21.92	21.44	14.12	12.79	20.24	15.6	9.21	22.82	16.9	28.3	26.47	27.59	25.66	10.79	16.46	27.61	39.32	38.02
TFEB	0	6.79	1.62	0.57	0	0	0	0.76	3.51	0	2.87	3.69	2.8	0	0.75	1.61	4.05	0	0	0	0	4.42	0	0	4.37	0
TFEC	0	0	0	0	0	0	0	0	0	12.88	23.23	0	0.68	1.19	1.04	0	1.05	9.52	2.18	12.76	6.25	1.52	3.04	0	5.42	3.22
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFG	80.9	102.21	78.31	93.75	110.94	117.48	124.99	109.68	99.86	105.26	112.59	121.15	89.66	94	116.27	86.3	86.02	130.86	107.73	91.44	137.6	107.98	169.86	131.46	99.44	51.3
TFIP11	27.44	28.41	31.15	28.44	37.12	31.36	14.31	30.6	24.22	25.57	22.81	25.33	22.52	28.17	32.94	12.99	20.16	33.75	38.61	13.35	20.17	17.6	26.76	24.29	24.12	19.74
TFPI	6.52	3.01	10.13	3.81	31.95	31.78	27.72	47.57	47.3	64.21	21.66	25.53	22.89	33.37	21.77	12.7	15.2	40.61	20.32	15.49	11.62	11.9	27.2	6.27	53.02	59.93
TFPI2	16.46	11.84	3.83	3.24	0	1.36	8.06	41.67	75.81	135.06	115.51	66.84	48.91	32.76	1.42	13.72	7.64	95.32	61.85	27.04	12	25.03	13.35	5.32	18.17	26.47
TFPT	39.03	16.27	33.42	33.49	16.91	13.16	13.69	13.25	18.39	18.93	22.77	18.92	16.68	21.61	40.09	44.38	7.42	5.05	23.23	21.32	1.66	6.48	14.57	19.37	24.04	19.98
TFR2	1.71	0	1.08	3.03	0	0	0	1.35	0	0	0	2.61	0	0	0	1.43	6.27	0	0	6.34	4.82	2.35	0	0	5.42	1.38
TFRC	102.92	88.48	65.18	83.8	88.83	83.27	111.63	107.97	107.27	103.69	69.18	105.36	82.65	71.83	76.98	69.76	57.58	57.32	83.16	34.83	66.42	49.14	74.09	49.13	23.94	23.32
TG	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0
TGDS	17.29	19.26	27.55	23.69	21.98	14.9	24.6	18.85	28.34	20.15	36.34	38.24	22.59	15.19	20.86	7.44	17.49	20.09	18.26	23.72	32.44	15.28	36.66	19.49	13.1	5.39
TGFA	1.22	2.38	1.43	0.58	0	1.45	1.89	0.58	0	0	0.48	0	0.35	2.1	0	0	1.53	0	0	0	0	1.34	1.34	1.42	0	0.79
TGFB1	7.7	5.19	3.63	4.54	1.22	3.57	1.59	10.22	38.43	51.37	54.18	19.07	20.89	20.01	6.75	15.26	21.14	4.56	13.66	12.46	1.81	0	9.67	4.2	3.48	12.39
TGFB1I1	2.94	0	1	0	0	0	0	2.35	5.49	3.93	5.91	0.91	2.6	6.87	0.93	7.99	7.38	11.36	5.23	3.32	3.37	7.52	8.59	5.23	14.07	9.64
TGFB2	0.36	12.18	37.2	15.01	3.87	4.25	12.45	23.8	81	161.74	140.15	48.19	41.72	56.03	55.02	93.84	88.05	65.23	78.62	105	91.43	81.73	73.28	49.56	93.56	88.89
TGFB3	0.66	0.36	0.56	0	0	0	0	0.26	1.72	0	7.2	1.01	3.84	8.08	9.82	9.4	4.16	0	4.34	9.19	4.35	6.05	10.29	3.86	4.19	5.34
TGFBI	4.14	4.47	7.57	20.89	22.02	16.21	4.15	12.44	3.91	5.57	8.18	6.89	1.09	15.12	7.04	9.42	1.58	7.14	8.22	6.27	16.25	6.19	1.38	0.55	2.72	1.21
TGFBR1	106.15	122.69	177.14	231.97	249.82	274	284.44	236.04	300.86	382.11	276.74	273.9	354.82	316.54	255.8	378.97	325.56	320.86	316.56	280.14	260.04	277.89	279.31	227.04	214.55	158.28
TGFBR2	10.01	5.65	8	2.15	3.18	4.39	4.26	2.15	3.77	4.86	5.84	3.47	4.28	3.91	1.42	0.76	1.43	4.75	0.5	3.36	1.28	3.32	0	1.66	0.41	2.93
TGFBR3	3.25	10.09	10.9	12.66	12.73	10.9	17.69	11.12	7.79	9.88	11.86	3.31	1.93	8.61	1.04	8.68	13.96	2.53	6.19	7.41	4.7	4.57	6.09	0	0	1.61
TGFBRAP1	12.83	18.84	14.62	17.24	19.02	19.56	11.78	14	12.93	17.55	14.07	14.11	17	21.45	18.33	9.51	11.17	22.97	16.33	7.9	20.05	11.06	15.61	19.19	2.58	13.76
TGIF1	334.5	292.16	283.54	228.45	216.72	212.77	130.38	119.94	139.36	184.91	150.84	152.39	154.3	117.41	112.85	173.14	62.58	94.08	116.9	61.15	75.35	50.33	52.07	33.25	64.04	60.83
TGIF2	130.25	99.72	159.3	174.57	210.98	233.76	196.92	167.7	167.41	107.94	116.69	139.66	140.41	120.29	101.74	135.01	127.9	104.22	95.57	72.83	81.95	75.43	73.66	57.53	35.96	51.09
TGIF2-C20ORF24	0	0	0	0	0	0	0	0	0	0	0	0	11.82	0	0	3.85	0	0	4.91	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	0	0	0	0	0	0	0	0.3	0	1.25	0	0	0	0	0	0	0	0	0	4.22	0	1.39	2.78	0.55	0	0
TGM2	1.34	0	0.23	0.95	0	3.35	0.59	0.42	2.34	68.85	32.37	2.58	4.67	2.43	4.4	8.52	24.8	19.27	28.16	26.34	11.09	25.77	18.56	14.8	8.26	9.52
TGM3	0	0	0	0.47	0	0	0	0	0	0	0	1.2	1.71	0	0	0	0	0	2.59	0	0	0	0	2.3	0.71	0
TGM4	0	0	0	0	0	0	0	0.83	0	2.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGOLN2	69.09	74.73	66.63	77.74	69.13	61.26	54.05	52.12	68.97	76.66	81.15	57.79	67.24	77.95	61.2	54.7	78.55	53.95	60.75	66.6	59.31	58.03	52.4	99.7	75.77	64.15
TGS1	62.23	85.32	72.92	83.23	60.58	49.59	70.23	64.43	58.33	52.04	34.7	41.33	42.95	48.31	27.16	40.49	26.48	38.99	45.75	16.35	40.33	38.58	28.16	46.56	14.45	10.12
TH	0	0	0	0	0	0	0	1.84	1.82	0	3.46	2.67	18.59	4.19	17.3	4.87	18.32	19.94	8.93	5.4	5.48	2.13	0	0	2.11	0
TH1L	42.69	57.71	51.06	47.6	37.56	65.43	53.27	54.17	58.85	51.6	44.46	65.75	69.88	96.16	51.18	52.42	50.02	101.4	92.16	62.44	83.6	47.96	92.49	73.75	59.33	61.9
THADA	22.64	25.99	23.42	28.21	27.54	33.95	20.48	21.25	24.79	23.44	16.64	31.97	23.88	32.55	21.72	14.92	16.9	27.07	24.26	17.17	24.84	18.84	29.52	8.51	15.23	11.07
THAP1	40.09	38.32	40.18	27.3	34.19	42.31	40.96	13.83	29	20.32	35.06	67.21	51.61	53.25	69.6	54.74	53.15	40.78	32.88	66.96	77.71	77.6	28.56	54.82	53.15	50.34
THAP10	4.66	5.59	6.07	9.78	4.61	1.54	10.85	10.18	8.59	5.1	10.22	15.78	8.99	11.13	9.68	6.91	7.58	9.82	3.39	0	13.6	9.45	18.91	11.31	9.36	6.67
THAP11	51.79	43.43	37.68	52.44	59.98	50.92	53.34	42.01	40.83	31.41	26.66	30	30.1	26.61	35.07	37.53	29.42	35.2	23.33	33.28	28.49	32.87	44.16	40.94	6.1	18.1
THAP2	3.48	0.94	0.36	2.31	1.66	1.94	2.4	6.15	6.09	5.71	14.06	16.9	19.19	14.34	15.59	17.05	17.28	20.05	20.89	25.73	34.27	18.26	35.74	23.61	42.23	20.3
THAP3	7.04	0.55	6.37	6.95	10.04	2.73	8.23	11.16	3.48	6.79	4.9	18.89	2.39	15.41	14.17	9.65	1.73	8.63	10.04	7.64	0	19.62	6.04	7.22	8.96	29.45
THAP4	38.5	34.88	24.78	16.26	19.33	28.6	34.06	29.51	23.16	34.33	15.95	18.1	23.37	14.99	30.37	18.23	25.84	8.11	29.05	14.94	36.15	7.81	8.68	17.3	24.9	18.35
